Index,UTC,relPosN,relPosE,CoG
821,14:10:42.500 02/25/2019,-1.9770,4.2202,105.33
822,14:10:42.625 02/25/2019,-1.9770,4.2202,105.33
823,14:10:42.750 02/25/2019,-1.9671,4.1902,105.33
824,14:10:42.875 02/25/2019,-1.9669,4.2302,105.33
825,14:10:43.000 02/25/2019,-1.9570,4.2102,105.33
826,14:10:43.125 02/25/2019,-1.9569,4.2002,105.33
827,14:10:43.250 02/25/2019,-1.9569,4.2002,105.33
828,14:10:43.375 02/25/2019,-1.9666,4.2202,105.33
829,14:10:43.500 02/25/2019,-1.9467,4.2102,105.33
830,14:10:43.625 02/25/2019,-1.9466,4.2202,105.33
831,14:10:43.750 02/25/2019,-1.9564,4.2302,105.33
832,14:10:43.875 02/25/2019,-1.9658,4.2702,105.33
833,14:10:44.000 02/25/2019,-1.9657,4.2702,105.33
834,14:10:44.125 02/25/2019,-1.9853,4.3002,105.33
835,14:10:44.250 02/25/2019,-1.9754,4.3102,105.33
836,14:10:44.375 02/25/2019,-1.9746,4.3202,105.33
837,14:10:44.500 02/25/2019,-1.9345,4.3002,105.33
838,14:10:44.625 02/25/2019,-1.9141,4.2802,105.33
839,14:10:44.750 02/25/2019,-1.9039,4.2802,105.33
840,14:10:44.875 02/25/2019,-1.8934,4.3002,105.33
841,14:10:45.000 02/25/2019,-1.8930,4.3102,105.33
842,14:10:45.125 02/25/2019,-1.8631,4.2602,105.33
843,14:10:45.250 02/25/2019,-1.8626,4.2802,105.33
844,14:10:45.375 02/25/2019,-1.8325,4.2702,105.33
845,14:10:45.500 02/25/2019,-1.8223,4.2402,105.33
846,14:10:45.625 02/25/2019,-1.8119,4.2702,105.33
847,14:10:45.750 02/25/2019,-1.8016,4.2702,105.33
848,14:10:45.875 02/25/2019,-1.7816,4.2302,105.33
849,14:10:46.000 02/25/2019,-1.7813,4.2402,105.33
850,14:10:46.125 02/25/2019,-1.7611,4.2502,105.33
851,14:10:46.250 02/25/2019,-1.7510,4.2302,105.33
852,14:10:46.375 02/25/2019,-1.7507,4.2502,105.33
853,14:10:46.500 02/25/2019,-1.7503,4.3002,105.33
854,14:10:46.625 02/25/2019,-1.7599,4.3403,105.33
855,14:10:46.750 02/25/2019,-1.7397,4.3803,105.33
856,14:10:46.875 02/25/2019,-1.7494,4.3903,105.33
857,14:10:47.000 02/25/2019,-1.7492,4.4203,105.33
858,14:10:47.125 02/25/2019,-1.7488,4.4503,105.33
859,14:10:47.250 02/25/2019,-1.7487,4.4703,105.33
860,14:10:47.375 02/25/2019,-1.7488,4.4603,105.33
861,14:10:47.500 02/25/2019,-1.7388,4.4703,105.33
862,14:10:47.625 02/25/2019,-1.7388,4.4603,105.33
863,14:10:47.750 02/25/2019,-1.7487,4.4803,105.33
864,14:10:47.875 02/25/2019,-1.7387,4.4803,105.33
865,14:10:48.000 02/25/2019,-1.7387,4.4803,105.33
866,14:10:48.125 02/25/2019,-1.7387,4.4803,105.33
867,14:10:48.250 02/25/2019,-1.7387,4.4803,105.33
868,14:10:48.375 02/25/2019,-1.7384,4.5103,105.33
869,14:10:48.500 02/25/2019,-1.7283,4.5203,105.33
870,14:10:48.625 02/25/2019,-1.7280,4.5503,105.33
871,14:10:48.750 02/25/2019,-1.7278,4.5803,105.33
872,14:10:48.875 02/25/2019,-1.7374,4.6103,105.33
873,14:10:49.000 02/25/2019,-1.7373,4.6303,105.33
874,14:10:49.125 02/25/2019,-1.7272,4.6403,105.33
875,14:10:49.250 02/25/2019,-1.7370,4.6603,105.33
876,14:10:49.375 02/25/2019,-1.7367,4.7003,105.33
877,14:10:49.500 02/25/2019,-1.7268,4.6803,105.33
878,14:10:49.625 02/25/2019,-1.7265,4.7203,105.33
879,14:10:49.750 02/25/2019,-1.7066,4.6903,105.33
880,14:10:49.875 02/25/2019,-1.7166,4.6903,105.33
881,14:10:50.000 02/25/2019,-1.7064,4.7103,105.33
882,14:10:50.125 02/25/2019,-1.6965,4.7003,105.33
883,14:10:50.250 02/25/2019,-1.7064,4.6903,105.33
884,14:10:50.375 02/25/2019,-1.7065,4.7103,105.33
885,14:10:50.500 02/25/2019,-1.7064,4.7203,105.33
886,14:10:50.625 02/25/2019,-1.7065,4.7203,105.33
887,14:10:50.750 02/25/2019,-1.6966,4.7003,105.33
888,14:10:50.875 02/25/2019,-1.6966,4.7103,105.33
889,14:10:51.000 02/25/2019,-1.6966,4.7103,105.33
890,14:10:51.125 02/25/2019,-1.6965,4.7303,105.33
891,14:10:51.250 02/25/2019,-1.6965,4.7203,105.33
892,14:10:51.375 02/25/2019,-1.6965,4.7303,105.33
893,14:10:51.500 02/25/2019,-1.6867,4.7203,105.33
894,14:10:51.625 02/25/2019,-1.7064,4.7403,105.33
895,14:10:51.750 02/25/2019,-1.7064,4.7503,105.33
896,14:10:51.875 02/25/2019,-1.6965,4.7403,105.33
897,14:10:52.000 02/25/2019,-1.6964,4.7703,105.33
898,14:10:52.125 02/25/2019,-1.6965,4.7503,105.33
899,14:10:52.250 02/25/2019,-1.6966,4.7403,105.33
900,14:10:52.375 02/25/2019,-1.6867,4.7503,105.33
901,14:10:52.500 02/25/2019,-1.6965,4.7703,105.33
902,14:10:52.625 02/25/2019,-1.6866,4.7603,105.33
903,14:10:52.750 02/25/2019,-1.6768,4.7503,105.33
904,14:10:52.875 02/25/2019,-1.6868,4.7403,105.33
905,14:10:53.000 02/25/2019,-1.6867,4.7503,105.33
906,14:10:53.125 02/25/2019,-1.6767,4.7703,105.33
907,14:10:53.250 02/25/2019,-1.6768,4.7403,105.33
908,14:10:53.375 02/25/2019,-1.6670,4.7203,105.33
909,14:10:53.500 02/25/2019,-1.6868,4.7503,105.33
910,14:10:53.625 02/25/2019,-1.6768,4.7503,105.33
911,14:10:53.750 02/25/2019,-1.6670,4.7303,105.33
912,14:10:53.875 02/25/2019,-1.6572,4.7203,105.33
913,14:10:54.000 02/25/2019,-1.6769,4.7303,105.33
914,14:10:54.125 02/25/2019,-1.6572,4.7203,105.33
915,14:10:54.250 02/25/2019,-1.6571,4.7203,105.33
916,14:10:54.375 02/25/2019,-1.6573,4.7003,105.33
917,14:10:54.500 02/25/2019,-1.6572,4.7203,105.33
918,14:10:54.625 02/25/2019,-1.6572,4.7203,105.33
919,14:10:54.750 02/25/2019,-1.6474,4.7103,105.33
920,14:10:54.875 02/25/2019,-1.6573,4.7103,105.33
921,14:10:55.000 02/25/2019,-1.6573,4.7103,105.33
922,14:10:55.125 02/25/2019,-1.6474,4.7003,105.33
923,14:10:55.250 02/25/2019,-1.6475,4.7003,105.33
924,14:10:55.375 02/25/2019,-1.6375,4.6903,105.33
925,14:10:55.500 02/25/2019,-1.6574,4.7103,105.33
926,14:10:55.625 02/25/2019,-1.6376,4.6803,105.33
927,14:10:55.750 02/25/2019,-1.6378,4.6903,105.33
928,14:10:55.875 02/25/2019,-1.6279,4.6603,105.33
929,14:10:56.000 02/25/2019,-1.6279,4.6603,105.33
930,14:10:56.125 02/25/2019,-1.6180,4.6603,105.33
931,14:10:56.250 02/25/2019,-1.6278,4.6703,105.33
932,14:10:56.375 02/25/2019,-1.6181,4.6503,105.33
933,14:10:56.500 02/25/2019,-1.6181,4.6403,105.33
934,14:10:56.625 02/25/2019,-1.6182,4.6203,105.33
935,14:10:56.750 02/25/2019,-1.5984,4.6303,105.33
936,14:10:56.875 02/25/2019,-1.6182,4.6303,105.33
937,14:10:57.000 02/25/2019,-1.5985,4.6003,105.33
938,14:10:57.125 02/25/2019,-1.6085,4.6103,105.33
939,14:10:57.250 02/25/2019,-1.5984,4.6203,105.33
940,14:10:57.375 02/25/2019,-1.6083,4.6203,105.33
941,14:10:57.500 02/25/2019,-1.5986,4.6103,105.33
942,14:10:57.625 02/25/2019,-1.5987,4.6103,105.33
943,14:10:57.750 02/25/2019,-1.5987,4.6103,105.33
944,14:10:57.875 02/25/2019,-1.5886,4.6103,105.33
945,14:10:58.000 02/25/2019,-1.5888,4.6003,105.33
946,14:10:58.125 02/25/2019,-1.5789,4.5803,105.33
947,14:10:58.250 02/25/2019,-1.5888,4.6003,105.33
948,14:10:58.375 02/25/2019,-1.5789,4.5903,105.33
949,14:10:58.500 02/25/2019,-1.5790,4.5803,105.33
950,14:10:58.625 02/25/2019,-1.5791,4.5903,105.33
951,14:10:58.750 02/25/2019,-1.5790,4.6003,105.33
952,14:10:58.875 02/25/2019,-1.5691,4.5803,105.33
953,14:10:59.000 02/25/2019,-1.5692,4.5703,105.33
954,14:10:59.125 02/25/2019,-1.5792,4.5703,105.33
955,14:10:59.250 02/25/2019,-1.5693,4.5703,105.33
956,14:10:59.375 02/25/2019,-1.5692,4.5803,105.33
957,14:10:59.500 02/25/2019,-1.5693,4.5703,105.33
958,14:10:59.625 02/25/2019,-1.5496,4.5503,105.33
959,14:10:59.750 02/25/2019,-1.5594,4.5603,105.33
960,14:10:59.875 02/25/2019,-1.5594,4.5703,105.33
961,14:11:00.000 02/25/2019,-1.5595,4.5603,105.33
962,14:11:00.125 02/25/2019,-1.5496,4.5703,105.33
963,14:11:00.250 02/25/2019,-1.5496,4.5503,105.33
964,14:11:00.375 02/25/2019,-1.5595,4.5603,105.33
965,14:11:00.500 02/25/2019,-1.5497,4.5503,105.33
966,14:11:00.625 02/25/2019,-1.5495,4.5703,105.33
967,14:11:00.750 02/25/2019,-1.5595,4.5803,105.33
968,14:11:00.875 02/25/2019,-1.5497,4.5603,105.33
969,14:11:01.000 02/25/2019,-1.5496,4.5603,105.33
970,14:11:01.125 02/25/2019,-1.5495,4.5803,105.33
971,14:11:01.250 02/25/2019,-1.5497,4.5703,105.33
972,14:11:01.375 02/25/2019,-1.5496,4.5703,105.33
973,14:11:01.500 02/25/2019,-1.5497,4.5803,105.33
974,14:11:01.625 02/25/2019,-1.5497,4.5903,105.33
975,14:11:01.750 02/25/2019,-1.5596,4.5903,105.33
976,14:11:01.875 02/25/2019,-1.5497,4.5903,105.33
977,14:11:02.000 02/25/2019,-1.5496,4.5903,105.33
978,14:11:02.125 02/25/2019,-1.5398,4.5703,105.33
979,14:11:02.250 02/25/2019,-1.5496,4.6003,105.33
980,14:11:02.375 02/25/2019,-1.5398,4.5903,105.33
981,14:11:02.500 02/25/2019,-1.5397,4.6003,105.33
982,14:11:02.625 02/25/2019,-1.5497,4.6203,105.33
983,14:11:02.750 02/25/2019,-1.5398,4.6003,105.33
984,14:11:02.875 02/25/2019,-1.5498,4.6103,105.33
985,14:11:03.000 02/25/2019,-1.5398,4.6103,105.33
986,14:11:03.125 02/25/2019,-1.5498,4.6403,105.33
987,14:11:03.250 02/25/2019,-1.5398,4.6203,105.33
988,14:11:03.375 02/25/2019,-1.5399,4.6203,105.33
989,14:11:03.500 02/25/2019,-1.5397,4.6503,105.33
990,14:11:03.625 02/25/2019,-1.5400,4.6203,105.33
991,14:11:03.750 02/25/2019,-1.5399,4.6203,105.33
992,14:11:03.875 02/25/2019,-1.5400,4.6403,105.33
993,14:11:04.000 02/25/2019,-1.5400,4.6503,105.33
994,14:11:04.125 02/25/2019,-1.5399,4.6503,105.33
995,14:11:04.250 02/25/2019,-1.5400,4.6503,105.33
996,14:11:04.375 02/25/2019,-1.5400,4.6503,105.33
997,14:11:04.500 02/25/2019,-1.5401,4.6502,105.33
998,14:11:04.625 02/25/2019,-1.5301,4.6602,105.33
999,14:11:04.750 02/25/2019,-1.5401,4.6502,105.33
1000,14:11:04.875 02/25/2019,-1.5400,4.6703,105.33
1001,14:11:05.000 02/25/2019,-1.5303,4.6502,105.33
1002,14:11:05.125 02/25/2019,-1.5302,4.6702,105.33
1003,14:11:05.250 02/25/2019,-1.5302,4.6702,105.33
1004,14:11:05.375 02/25/2019,-1.5302,4.6802,105.33
1005,14:11:05.500 02/25/2019,-1.5302,4.6802,105.33
1006,14:11:05.625 02/25/2019,-1.5203,4.6802,105.33
1007,14:11:05.750 02/25/2019,-1.5204,4.6802,105.33
1008,14:11:05.875 02/25/2019,-1.5205,4.6902,105.33
1009,14:11:06.000 02/25/2019,-1.5107,4.6702,105.33
1010,14:11:06.125 02/25/2019,-1.5304,4.7002,105.33
1011,14:11:06.250 02/25/2019,-1.5205,4.7102,105.33
1012,14:11:06.375 02/25/2019,-1.5207,4.6802,105.33
1013,14:11:06.500 02/25/2019,-1.5108,4.6802,105.33
1014,14:11:06.625 02/25/2019,-1.5304,4.7202,105.33
1015,14:11:06.750 02/25/2019,-1.5107,4.7102,105.33
1016,14:11:06.875 02/25/2019,-1.5208,4.7002,105.33
1017,14:11:07.000 02/25/2019,-1.5110,4.7002,105.33
1018,14:11:07.125 02/25/2019,-1.5206,4.7402,105.33
1019,14:11:07.250 02/25/2019,-1.5207,4.7402,105.33
1020,14:11:07.375 02/25/2019,-1.5208,4.7302,105.33
1021,14:11:07.500 02/25/2019,-1.5208,4.7402,105.33
1022,14:11:07.625 02/25/2019,-1.5209,4.7402,105.33
1023,14:11:07.750 02/25/2019,-1.5209,4.7602,105.33
1024,14:11:07.875 02/25/2019,-1.5111,4.7502,105.33
1025,14:11:08.000 02/25/2019,-1.5209,4.7602,105.33
1026,14:11:08.125 02/25/2019,-1.5110,4.7602,105.33
1027,14:11:08.250 02/25/2019,-1.5308,4.7902,105.33
1028,14:11:08.375 02/25/2019,-1.5210,4.7702,105.33
1029,14:11:08.500 02/25/2019,-1.5308,4.8002,105.33
1030,14:11:08.625 02/25/2019,-1.5211,4.8002,105.33
1031,14:11:08.750 02/25/2019,-1.5209,4.8002,105.33
1032,14:11:08.875 02/25/2019,-1.5111,4.8002,105.33
1033,14:11:09.000 02/25/2019,-1.5311,4.8002,105.33
1034,14:11:09.125 02/25/2019,-1.5212,4.8102,105.33
1035,14:11:09.250 02/25/2019,-1.5211,4.8202,105.33
1036,14:11:09.375 02/25/2019,-1.5213,4.8002,105.33
1037,14:11:09.500 02/25/2019,-1.5310,4.8502,105.33
1038,14:11:09.625 02/25/2019,-1.5314,4.8002,105.33
1039,14:11:09.750 02/25/2019,-1.5312,4.8402,105.33
1040,14:11:09.875 02/25/2019,-1.5213,4.8302,105.33
1041,14:11:10.000 02/25/2019,-1.5215,4.8202,105.33
1042,14:11:10.125 02/25/2019,-1.5214,4.8202,105.33
1043,14:11:10.250 02/25/2019,-1.5215,4.8302,105.33
1044,14:11:10.375 02/25/2019,-1.5314,4.8202,105.33
1045,14:11:10.500 02/25/2019,-1.5217,4.8102,105.33
1046,14:11:10.625 02/25/2019,-1.5216,4.8302,105.33
1047,14:11:10.750 02/25/2019,-1.5216,4.8402,105.33
1048,14:11:10.875 02/25/2019,-1.5118,4.8202,105.33
1049,14:11:11.000 02/25/2019,-1.5218,4.8202,105.33
1050,14:11:11.125 02/25/2019,-1.5217,4.8402,105.33
1051,14:11:11.250 02/25/2019,-1.5217,4.8502,105.33
1052,14:11:11.375 02/25/2019,-1.5120,4.8302,105.33
1053,14:11:11.500 02/25/2019,-1.5120,4.8402,105.33
1054,14:11:11.625 02/25/2019,-1.5219,4.8502,105.33
1055,14:11:11.750 02/25/2019,-1.5219,4.8402,105.33
1056,14:11:11.875 02/25/2019,-1.5121,4.8602,105.33
1057,14:11:12.000 02/25/2019,-1.5122,4.8302,105.33
1058,14:11:12.125 02/25/2019,-1.5221,4.8502,105.33
1059,14:11:12.250 02/25/2019,-1.5121,4.8402,105.33
1060,14:11:12.375 02/25/2019,-1.5120,4.8702,105.33
1061,14:11:12.500 02/25/2019,-1.5123,4.8502,105.33
1062,14:11:12.625 02/25/2019,-1.5123,4.8502,105.33
1063,14:11:12.750 02/25/2019,-1.5223,4.8702,105.33
1064,14:11:12.875 02/25/2019,-1.5024,4.8602,105.33
1065,14:11:13.000 02/25/2019,-1.5123,4.8802,105.33
1066,14:11:13.125 02/25/2019,-1.5124,4.8602,105.33
1067,14:11:13.250 02/25/2019,-1.5124,4.8602,105.33
1068,14:11:13.375 02/25/2019,-1.5125,4.8602,105.33
1069,14:11:13.500 02/25/2019,-1.5028,4.8302,105.33
1070,14:11:13.625 02/25/2019,-1.5126,4.8602,105.33
1071,14:11:13.750 02/25/2019,-1.4929,4.8502,105.33
1072,14:11:13.875 02/25/2019,-1.5126,4.8802,105.33
1073,14:11:14.000 02/25/2019,-1.4929,4.8402,105.33
1074,14:11:14.125 02/25/2019,-1.5028,4.8702,105.33
1075,14:11:14.250 02/25/2019,-1.4931,4.8402,105.33
1076,14:11:14.375 02/25/2019,-1.5029,4.8702,105.33
1077,14:11:14.500 02/25/2019,-1.4931,4.8602,105.33
1078,14:11:14.625 02/25/2019,-1.5029,4.8902,105.33
1079,14:11:14.750 02/25/2019,-1.4932,4.8502,105.33
1080,14:11:14.875 02/25/2019,-1.4933,4.8602,105.33
1081,14:11:15.000 02/25/2019,-1.4932,4.8702,105.33
1082,14:11:15.125 02/25/2019,-1.4934,4.8602,105.33
1083,14:11:15.250 02/25/2019,-1.4935,4.8402,105.33
1084,14:11:15.375 02/25/2019,-1.4934,4.8602,105.33
1085,14:11:15.500 02/25/2019,-1.4936,4.8502,105.33
1086,14:11:15.625 02/25/2019,-1.4935,4.8602,105.33
1087,14:11:15.750 02/25/2019,-1.4836,4.8502,105.33
1088,14:11:15.875 02/25/2019,-1.4838,4.8502,105.33
1089,14:11:16.000 02/25/2019,-1.4937,4.8402,105.33
1090,14:11:16.125 02/25/2019,-1.4937,4.8602,105.33
1091,14:11:16.250 02/25/2019,-1.4938,4.8502,105.33
1092,14:11:16.375 02/25/2019,-1.4742,4.8202,105.33
1093,14:11:16.500 02/25/2019,-1.4839,4.8602,105.33
1094,14:11:16.625 02/25/2019,-1.4938,4.8602,105.33
1095,14:11:16.750 02/25/2019,-1.4743,4.8202,105.33
1096,14:11:16.875 02/25/2019,-1.4743,4.8102,105.33
1097,14:11:17.000 02/25/2019,-1.4842,4.8302,105.33
1098,14:11:17.125 02/25/2019,-1.4841,4.8502,105.33
1099,14:11:17.250 02/25/2019,-1.4842,4.8502,105.33
1100,14:11:17.375 02/25/2019,-1.4745,4.8102,105.33
1101,14:11:17.500 02/25/2019,-1.4745,4.8302,105.33
1102,14:11:17.625 02/25/2019,-1.4745,4.8102,105.33
1103,14:11:17.750 02/25/2019,-1.4746,4.8102,105.33
1104,14:11:17.875 02/25/2019,-1.4646,4.8202,105.33
1105,14:11:18.000 02/25/2019,-1.4846,4.8202,105.33
1106,14:11:18.125 02/25/2019,-1.4746,4.8202,105.33
1107,14:11:18.250 02/25/2019,-1.4748,4.8002,105.33
1108,14:11:18.375 02/25/2019,-1.4649,4.8002,105.33
1109,14:11:18.500 02/25/2019,-1.4749,4.8002,105.33
1110,14:11:18.625 02/25/2019,-1.4649,4.7902,105.33
1111,14:11:18.750 02/25/2019,-1.4750,4.7902,105.33
1112,14:11:18.875 02/25/2019,-1.4750,4.8002,105.33
1113,14:11:19.000 02/25/2019,-1.4752,4.7802,105.33
1114,14:11:19.125 02/25/2019,-1.4654,4.7802,105.33
1115,14:11:19.250 02/25/2019,-1.4653,4.7702,105.33
1116,14:11:19.375 02/25/2019,-1.4653,4.7902,105.33
1117,14:11:19.500 02/25/2019,-1.4654,4.7802,105.33
1118,14:11:19.625 02/25/2019,-1.4654,4.7702,105.33
1119,14:11:19.750 02/25/2019,-1.4754,4.7802,105.33
1120,14:11:19.875 02/25/2019,-1.4655,4.7702,105.33
1121,14:11:20.000 02/25/2019,-1.4655,4.7702,105.33
1122,14:11:20.125 02/25/2019,-1.4656,4.7602,105.33
1123,14:11:20.250 02/25/2019,-1.4754,4.7902,105.33
1124,14:11:20.375 02/25/2019,-1.4657,4.7602,105.33
1125,14:11:20.500 02/25/2019,-1.4657,4.7702,105.33
1126,14:11:20.625 02/25/2019,-1.4559,4.7402,105.33
1127,14:11:20.750 02/25/2019,-1.4658,4.7502,105.33
1128,14:11:20.875 02/25/2019,-1.4659,4.7502,105.33
1129,14:11:21.000 02/25/2019,-1.4659,4.7502,105.33
1130,14:11:21.125 02/25/2019,-1.4463,4.7002,105.33
1131,14:11:21.250 02/25/2019,-1.4562,4.7202,105.33
1132,14:11:21.375 02/25/2019,-1.4661,4.7402,105.33
1133,14:11:21.500 02/25/2019,-1.4563,4.7202,105.33
1134,14:11:21.625 02/25/2019,-1.4465,4.7002,105.33
1135,14:11:21.750 02/25/2019,-1.4562,4.7202,105.33
1136,14:11:21.875 02/25/2019,-1.4467,4.6802,105.33
1137,14:11:22.000 02/25/2019,-1.4467,4.6802,105.33
1138,14:11:22.125 02/25/2019,-1.4467,4.6902,105.33
1139,14:11:22.250 02/25/2019,-1.4568,4.6802,105.33
1140,14:11:22.375 02/25/2019,-1.4568,4.6702,105.33
1141,14:11:22.500 02/25/2019,-1.4471,4.6602,105.33
1142,14:11:22.625 02/25/2019,-1.4470,4.6602,105.33
1143,14:11:22.750 02/25/2019,-1.4470,4.6602,105.33
1144,14:11:22.875 02/25/2019,-1.4570,4.6702,105.33
1145,14:11:23.000 02/25/2019,-1.4372,4.6602,105.33
1146,14:11:23.125 02/25/2019,-1.4370,4.6702,105.33
1147,14:11:23.250 02/25/2019,-1.4472,4.6602,105.33
1148,14:11:23.375 02/25/2019,-1.4571,4.6802,105.33
1149,14:11:23.500 02/25/2019,-1.4372,4.6702,105.33
1150,14:11:23.625 02/25/2019,-1.4374,4.6502,105.33
1151,14:11:23.750 02/25/2019,-1.4374,4.6402,105.33
1152,14:11:23.875 02/25/2019,-1.4374,4.6402,105.33
1153,14:11:24.000 02/25/2019,-1.4373,4.6602,105.33
1154,14:11:24.125 02/25/2019,-1.4573,4.6602,105.33
1155,14:11:24.250 02/25/2019,-1.4475,4.6402,105.33
1156,14:11:24.375 02/25/2019,-1.4275,4.6402,105.33
1157,14:11:24.500 02/25/2019,-1.4375,4.6202,105.33
1158,14:11:24.625 02/25/2019,-1.4375,4.6502,105.33
1159,14:11:24.750 02/25/2019,-1.4277,4.6302,105.33
1160,14:11:24.875 02/25/2019,-1.4378,4.6202,105.33
1161,14:11:25.000 02/25/2019,-1.4277,4.6202,105.33
1162,14:11:25.125 02/25/2019,-1.4378,4.6202,105.33
1163,14:11:25.250 02/25/2019,-1.4377,4.6202,105.33
1164,14:11:25.375 02/25/2019,-1.4280,4.5902,105.33
1165,14:11:25.500 02/25/2019,-1.4280,4.6002,105.33
1166,14:11:25.625 02/25/2019,-1.4378,4.6202,105.33
1167,14:11:25.750 02/25/2019,-1.4379,4.6102,105.33
1168,14:11:25.875 02/25/2019,-1.4380,4.6002,105.33
1169,14:11:26.000 02/25/2019,-1.4379,4.6202,105.33
1170,14:11:26.125 02/25/2019,-1.4379,4.6202,105.33
1171,14:11:26.250 02/25/2019,-1.4479,4.6002,105.33
1172,14:11:26.375 02/25/2019,-1.4379,4.6202,105.33
1173,14:11:26.500 02/25/2019,-1.4280,4.6102,105.33
1174,14:11:26.625 02/25/2019,-1.4479,4.6202,105.33
1175,14:11:26.750 02/25/2019,-1.4479,4.6102,105.33
1176,14:11:26.875 02/25/2019,-1.4379,4.6302,105.33
1177,14:11:27.000 02/25/2019,-1.4478,4.6502,105.33
1178,14:11:27.125 02/25/2019,-1.4478,4.6202,105.33
1179,14:11:27.250 02/25/2019,-1.4478,4.6402,105.33
1180,14:11:27.375 02/25/2019,-1.4379,4.6302,105.33
1181,14:11:27.500 02/25/2019,-1.4576,4.6502,105.33
1182,14:11:27.625 02/25/2019,-1.4479,4.6302,105.33
1183,14:11:27.750 02/25/2019,-1.4476,4.6602,105.33
1184,14:11:27.875 02/25/2019,-1.4477,4.6502,105.33
1185,14:11:28.000 02/25/2019,-1.4477,4.6502,105.33
1186,14:11:28.125 02/25/2019,-1.4576,4.6602,105.33
1187,14:11:28.250 02/25/2019,-1.4477,4.6702,105.33
1188,14:11:28.375 02/25/2019,-1.4476,4.6802,105.33
1189,14:11:28.500 02/25/2019,-1.4676,4.6802,105.33
1190,14:11:28.625 02/25/2019,-1.4575,4.6802,105.33
1191,14:11:28.750 02/25/2019,-1.4477,4.6602,105.33
1192,14:11:28.875 02/25/2019,-1.4575,4.6702,105.33
1193,14:11:29.000 02/25/2019,-1.4475,4.6902,105.33
1194,14:11:29.125 02/25/2019,-1.4575,4.6802,105.33
1195,14:11:29.250 02/25/2019,-1.4576,4.6802,105.33
1196,14:11:29.375 02/25/2019,-1.4574,4.6902,105.33
1197,14:11:29.500 02/25/2019,-1.4572,4.7102,105.33
1198,14:11:29.625 02/25/2019,-1.4576,4.6702,105.33
1199,14:11:29.750 02/25/2019,-1.4673,4.7002,105.33
1200,14:11:29.875 02/25/2019,-1.4576,4.6802,105.33
1201,14:11:30.000 02/25/2019,-1.4574,4.6902,105.33
1202,14:11:30.125 02/25/2019,-1.4573,4.7002,105.33
1203,14:11:30.250 02/25/2019,-1.4573,4.7002,105.33
1204,14:11:30.375 02/25/2019,-1.4672,4.7102,105.33
1205,14:11:30.500 02/25/2019,-1.4672,4.7202,105.33
1206,14:11:30.625 02/25/2019,-1.4671,4.7202,105.33
1207,14:11:30.750 02/25/2019,-1.4671,4.7202,105.33
1208,14:11:30.875 02/25/2019,-1.4671,4.7302,105.33
1209,14:11:31.000 02/25/2019,-1.4670,4.7202,105.33
1210,14:11:31.125 02/25/2019,-1.4672,4.7102,105.33
1211,14:11:31.250 02/25/2019,-1.4669,4.7402,105.33
1212,14:11:31.375 02/25/2019,-1.4767,4.7602,105.33
1213,14:11:31.500 02/25/2019,-1.4669,4.7302,105.33
1214,14:11:31.625 02/25/2019,-1.4769,4.7402,105.33
1215,14:11:31.750 02/25/2019,-1.4668,4.7402,105.33
1216,14:11:31.875 02/25/2019,-1.4767,4.7502,105.33
1217,14:11:32.000 02/25/2019,-1.4766,4.7602,105.33
1218,14:11:32.125 02/25/2019,-1.4766,4.7502,105.33
1219,14:11:32.250 02/25/2019,-1.4767,4.7602,105.33
1220,14:11:32.375 02/25/2019,-1.4667,4.7502,105.33
1221,14:11:32.500 02/25/2019,-1.4767,4.7502,105.33
1222,14:11:32.625 02/25/2019,-1.4767,4.7502,105.33
1223,14:11:32.750 02/25/2019,-1.4767,4.7502,105.33
1224,14:11:32.875 02/25/2019,-1.4765,4.7602,105.33
1225,14:11:33.000 02/25/2019,-1.4668,4.7402,105.33
1226,14:11:33.125 02/25/2019,-1.4666,4.7502,105.33
1227,14:11:33.250 02/25/2019,-1.4667,4.7402,105.33
1228,14:11:33.375 02/25/2019,-1.4765,4.7502,105.33
1229,14:11:33.500 02/25/2019,-1.4668,4.7402,105.33
1230,14:11:33.625 02/25/2019,-1.4666,4.7502,105.33
1231,14:11:33.750 02/25/2019,-1.4766,4.7602,105.33
1232,14:11:33.875 02/25/2019,-1.4666,4.7402,105.33
1233,14:11:34.000 02/25/2019,-1.4666,4.7502,105.33
1234,14:11:34.125 02/25/2019,-1.4666,4.7502,105.33
1235,14:11:34.250 02/25/2019,-1.4666,4.7402,105.33
1236,14:11:34.375 02/25/2019,-1.4566,4.7402,105.33
1237,14:11:34.500 02/25/2019,-1.4665,4.7602,105.33
1238,14:11:34.625 02/25/2019,-1.4565,4.7402,105.33
1239,14:11:34.750 02/25/2019,-1.4566,4.7502,105.33
1240,14:11:34.875 02/25/2019,-1.4567,4.7302,105.33
1241,14:11:35.000 02/25/2019,-1.4566,4.7602,105.33
1242,14:11:35.125 02/25/2019,-1.4665,4.7502,105.33
1243,14:11:35.250 02/25/2019,-1.4467,4.7202,105.33
1244,14:11:35.375 02/25/2019,-1.4566,4.7502,105.33
1245,14:11:35.500 02/25/2019,-1.4565,4.7502,105.33
1246,14:11:35.625 02/25/2019,-1.4566,4.7302,105.33
1247,14:11:35.750 02/25/2019,-1.4466,4.7302,105.33
1248,14:11:35.875 02/25/2019,-1.4565,4.7502,105.33
1249,14:11:36.000 02/25/2019,-1.4565,4.7502,105.33
