Index,UTC,relPosN,relPosE,CoG
4536,14:18:26.875 02/25/2019,0.4935,5.0403,135.54
4537,14:18:27.000 02/25/2019,0.4834,5.0203,135.54
4538,14:18:27.125 02/25/2019,0.4835,5.0403,135.54
4539,14:18:27.250 02/25/2019,0.4835,5.0203,135.54
4540,14:18:27.375 02/25/2019,0.4835,5.0303,135.54
4541,14:18:27.500 02/25/2019,0.4735,5.0303,135.54
4542,14:18:27.625 02/25/2019,0.4736,5.0403,135.54
4543,14:18:27.750 02/25/2019,0.4836,5.0503,135.54
4544,14:18:27.875 02/25/2019,0.4636,5.0403,135.54
4545,14:18:28.000 02/25/2019,0.4835,5.0303,135.54
4546,14:18:28.125 02/25/2019,0.4636,5.0403,135.54
4547,14:18:28.250 02/25/2019,0.4737,5.0403,135.54
4548,14:18:28.375 02/25/2019,0.4736,5.0203,135.54
4549,14:18:28.500 02/25/2019,0.4637,5.0303,135.54
4550,14:18:28.625 02/25/2019,0.4637,5.0203,135.54
4551,14:18:28.750 02/25/2019,0.4636,5.0203,135.54
4552,14:18:28.875 02/25/2019,0.4637,5.0303,135.54
4553,14:18:29.000 02/25/2019,0.4537,5.0303,135.54
4554,14:18:29.125 02/25/2019,0.4538,5.0403,135.54
4555,14:18:29.250 02/25/2019,0.4536,5.0103,135.54
4556,14:18:29.375 02/25/2019,0.4537,5.0103,135.54
4557,14:18:29.500 02/25/2019,0.4538,5.0303,135.54
4558,14:18:29.625 02/25/2019,0.4438,5.0403,135.54
4559,14:18:29.750 02/25/2019,0.4638,5.0403,135.54
4560,14:18:29.875 02/25/2019,0.4439,5.0403,135.54
4561,14:18:30.000 02/25/2019,0.4438,5.0403,135.54
4562,14:18:30.125 02/25/2019,0.4440,5.0503,135.54
4563,14:18:30.250 02/25/2019,0.4539,5.0303,135.54
4564,14:18:30.375 02/25/2019,0.4439,5.0403,135.54
4565,14:18:30.500 02/25/2019,0.4339,5.0503,135.54
4566,14:18:30.625 02/25/2019,0.4440,5.0603,135.54
4567,14:18:30.750 02/25/2019,0.4340,5.0703,135.54
4568,14:18:30.875 02/25/2019,0.4339,5.0703,135.54
4569,14:18:31.000 02/25/2019,0.4440,5.0803,135.54
4570,14:18:31.125 02/25/2019,0.4340,5.0703,135.54
4571,14:18:31.250 02/25/2019,0.4241,5.0803,135.54
4572,14:18:31.375 02/25/2019,0.4340,5.0803,135.54
4573,14:18:31.500 02/25/2019,0.4339,5.0703,135.54
4574,14:18:31.625 02/25/2019,0.4341,5.1003,135.54
4575,14:18:31.750 02/25/2019,0.4240,5.0803,135.54
4576,14:18:31.875 02/25/2019,0.4241,5.1003,135.54
4577,14:18:32.000 02/25/2019,0.4140,5.0903,135.54
4578,14:18:32.125 02/25/2019,0.4240,5.1003,135.54
4579,14:18:32.250 02/25/2019,0.4141,5.0903,135.54
4580,14:18:32.375 02/25/2019,0.4141,5.1103,135.54
4581,14:18:32.500 02/25/2019,0.4141,5.0903,135.54
4582,14:18:32.625 02/25/2019,0.4141,5.0903,135.54
4583,14:18:32.750 02/25/2019,0.4141,5.1003,135.54
4584,14:18:32.875 02/25/2019,0.4141,5.1103,135.54
4585,14:18:33.000 02/25/2019,0.4240,5.0903,135.54
4586,14:18:33.125 02/25/2019,0.4141,5.1003,135.54
4587,14:18:33.250 02/25/2019,0.4241,5.0903,135.54
4588,14:18:33.375 02/25/2019,0.4140,5.1003,135.54
4589,14:18:33.500 02/25/2019,0.4142,5.0903,135.54
4590,14:18:33.625 02/25/2019,0.4041,5.1003,135.54
4591,14:18:33.750 02/25/2019,0.4041,5.1003,135.54
4592,14:18:33.875 02/25/2019,0.4041,5.1003,135.54
4593,14:18:34.000 02/25/2019,0.4141,5.1103,135.54
4594,14:18:34.125 02/25/2019,0.4041,5.0903,135.54
4595,14:18:34.250 02/25/2019,0.4141,5.1003,135.54
4596,14:18:34.375 02/25/2019,0.4041,5.1003,135.54
4597,14:18:34.500 02/25/2019,0.4042,5.1003,135.54
4598,14:18:34.625 02/25/2019,0.4042,5.1103,135.54
4599,14:18:34.750 02/25/2019,0.4043,5.1203,135.54
4600,14:18:34.875 02/25/2019,0.3843,5.1203,135.54
4601,14:18:35.000 02/25/2019,0.3842,5.1003,135.54
4602,14:18:35.125 02/25/2019,0.3843,5.1103,135.54
4603,14:18:35.250 02/25/2019,0.3743,5.1203,135.54
4604,14:18:35.375 02/25/2019,0.3941,5.0803,135.54
4605,14:18:35.500 02/25/2019,0.4040,5.0603,135.54
4606,14:18:35.625 02/25/2019,0.4238,5.0303,135.54
4607,14:18:35.750 02/25/2019,0.4237,5.0103,135.54
4608,14:18:35.875 02/25/2019,0.4335,4.9803,135.54
4609,14:18:36.000 02/25/2019,0.4434,4.9603,135.54
4610,14:18:36.125 02/25/2019,0.4432,4.9403,135.54
4611,14:18:36.250 02/25/2019,0.4631,4.9103,135.54
4612,14:18:36.375 02/25/2019,0.4828,4.8903,135.54
4613,14:18:36.500 02/25/2019,0.4927,4.8403,135.54
4614,14:18:36.625 02/25/2019,0.5025,4.8203,135.54
4615,14:18:36.750 02/25/2019,0.5223,4.8003,135.54
4616,14:18:36.875 02/25/2019,0.5321,4.7703,135.54
4617,14:18:37.000 02/25/2019,0.5519,4.7403,135.54
4618,14:18:37.125 02/25/2019,0.5618,4.7303,135.54
4619,14:18:37.250 02/25/2019,0.5716,4.6903,135.54
4620,14:18:37.375 02/25/2019,0.5912,4.6303,135.54
4621,14:18:37.500 02/25/2019,0.6308,4.5703,135.54
4622,14:18:37.625 02/25/2019,0.6505,4.5203,135.54
4623,14:18:37.750 02/25/2019,0.6801,4.4703,135.54
4624,14:18:37.875 02/25/2019,0.6997,4.4003,135.54
4625,14:18:38.000 02/25/2019,0.7394,4.3603,135.54
4626,14:18:38.125 02/25/2019,0.7491,4.3103,135.54
4627,14:18:38.250 02/25/2019,0.7688,4.2703,135.54
4628,14:18:38.375 02/25/2019,0.8082,4.1703,135.54
4629,14:18:38.500 02/25/2019,0.8477,4.1003,135.54
4630,14:18:38.625 02/25/2019,0.8773,4.0403,135.54
4631,14:18:38.750 02/25/2019,0.9524,3.9703,135.54
4632,14:18:38.875 02/25/2019,0.9719,3.9003,135.54
4633,14:18:39.000 02/25/2019,1.0116,3.8603,135.54
4634,14:18:39.125 02/25/2019,1.0412,3.7903,135.54
4635,14:18:39.250 02/25/2019,1.0708,3.7303,135.54
4636,14:18:39.375 02/25/2019,1.1004,3.6703,135.54
4637,14:18:39.500 02/25/2019,1.1499,3.6003,135.54
4638,14:18:39.625 02/25/2019,1.1796,3.5503,135.54
4639,14:18:39.750 02/25/2019,1.2092,3.4803,135.54
4640,14:18:39.875 02/25/2019,1.2287,3.4003,135.54
4641,14:18:40.000 02/25/2019,1.2784,3.3803,135.54
4642,14:18:40.125 02/25/2019,1.2981,3.3103,135.54
4643,14:18:40.250 02/25/2019,1.3377,3.2803,135.54
4644,14:18:40.375 02/25/2019,1.3375,3.2503,135.54
4645,14:18:40.500 02/25/2019,1.3674,3.2703,135.54
4646,14:18:40.625 02/25/2019,1.3672,3.2003,135.54
4647,14:18:40.750 02/25/2019,1.3871,3.2203,135.54
4648,14:18:40.875 02/25/2019,1.3969,3.2003,135.54
4649,14:18:41.000 02/25/2019,1.4068,3.1803,135.54
4650,14:18:41.125 02/25/2019,1.4267,3.1903,135.54
4651,14:18:41.250 02/25/2019,1.4266,3.1703,135.54
4652,14:18:41.375 02/25/2019,1.4168,3.2103,135.54
4653,14:18:41.500 02/25/2019,1.3869,3.2603,135.54
4654,14:18:41.625 02/25/2019,1.3871,3.3103,135.54
4655,14:18:41.750 02/25/2019,1.3672,3.3303,135.54
4656,14:18:41.875 02/25/2019,1.3474,3.3703,135.54
4657,14:18:42.000 02/25/2019,1.3376,3.4103,135.54
4658,14:18:42.125 02/25/2019,1.3276,3.4403,135.54
4659,14:18:42.250 02/25/2019,1.3177,3.4603,135.54
4660,14:18:42.375 02/25/2019,1.3080,3.5303,135.54
4661,14:18:42.500 02/25/2019,1.2783,3.5703,135.54
4662,14:18:42.625 02/25/2019,1.2484,3.6103,135.54
4663,14:18:42.750 02/25/2019,1.2288,3.6603,135.54
4664,14:18:42.875 02/25/2019,1.2189,3.6903,135.54
4665,14:18:43.000 02/25/2019,1.1991,3.7303,135.54
4666,14:18:43.125 02/25/2019,1.1894,3.7703,135.54
4667,14:18:43.250 02/25/2019,1.1695,3.7903,135.54
4668,14:18:43.375 02/25/2019,1.1498,3.8503,135.54
4669,14:18:43.500 02/25/2019,1.1300,3.8803,135.54
4670,14:18:43.625 02/25/2019,1.1201,3.9203,135.54
4671,14:18:43.750 02/25/2019,1.1104,3.9503,135.54
4672,14:18:43.875 02/25/2019,1.0906,3.9803,135.54
4673,14:18:44.000 02/25/2019,1.0807,4.0203,135.54
4674,14:18:44.125 02/25/2019,1.0709,4.0403,135.54
4675,14:18:44.250 02/25/2019,1.0511,4.0503,135.54
4676,14:18:44.375 02/25/2019,1.0610,4.0603,135.54
4677,14:18:44.500 02/25/2019,1.0710,4.0503,135.54
4678,14:18:44.625 02/25/2019,1.0610,4.0503,135.54
4679,14:18:44.750 02/25/2019,1.0709,4.0503,135.54
4680,14:18:44.875 02/25/2019,1.0609,4.0503,135.54
4681,14:18:45.000 02/25/2019,1.0809,4.0403,135.54
4682,14:18:45.125 02/25/2019,1.0708,4.0403,135.54
4683,14:18:45.250 02/25/2019,1.0708,4.0503,135.54
4684,14:18:45.375 02/25/2019,1.0807,4.0303,135.54
4685,14:18:45.500 02/25/2019,1.0706,4.0103,135.54
4686,14:18:45.625 02/25/2019,1.0906,4.0303,135.54
4687,14:18:45.750 02/25/2019,1.0706,4.0103,135.54
4688,14:18:45.875 02/25/2019,1.0905,4.0003,135.54
4689,14:18:46.000 02/25/2019,1.0804,4.0003,135.54
4690,14:18:46.125 02/25/2019,1.0903,3.9903,135.54
4691,14:18:46.250 02/25/2019,1.0903,3.9903,135.54
4692,14:18:46.375 02/25/2019,1.0803,3.9903,135.54
4693,14:18:46.500 02/25/2019,1.1003,3.9903,135.54
4694,14:18:46.625 02/25/2019,1.0902,3.9803,135.54
4695,14:18:46.750 02/25/2019,1.0902,3.9903,135.54
4696,14:18:46.875 02/25/2019,1.1002,3.9803,135.54
4697,14:18:47.000 02/25/2019,1.1001,3.9803,135.54
4698,14:18:47.125 02/25/2019,1.0901,3.9803,135.54
4699,14:18:47.250 02/25/2019,1.0901,3.9803,135.54
4700,14:18:47.375 02/25/2019,1.0902,3.9903,135.54
4701,14:18:47.500 02/25/2019,1.0802,3.9803,135.54
4702,14:18:47.625 02/25/2019,1.0802,3.9803,135.54
4703,14:18:47.750 02/25/2019,1.0802,4.0003,135.54
4704,14:18:47.875 02/25/2019,1.0602,3.9903,135.54
4705,14:18:48.000 02/25/2019,1.0803,4.0103,135.54
4706,14:18:48.125 02/25/2019,1.0603,4.0103,135.54
4707,14:18:48.250 02/25/2019,1.0703,4.0203,135.54
4708,14:18:48.375 02/25/2019,1.0603,4.0103,135.54
4709,14:18:48.500 02/25/2019,1.0604,4.0303,135.54
4710,14:18:48.625 02/25/2019,1.0603,4.0103,135.54
4711,14:18:48.750 02/25/2019,1.0604,4.0303,135.54
4712,14:18:48.875 02/25/2019,1.0603,4.0203,135.54
4713,14:18:49.000 02/25/2019,1.0704,4.0303,135.54
4714,14:18:49.125 02/25/2019,1.0704,4.0203,135.54
4715,14:18:49.250 02/25/2019,1.0604,4.0203,135.54
4716,14:18:49.375 02/25/2019,1.0802,4.0103,135.54
4717,14:18:49.500 02/25/2019,1.0900,3.9803,135.54
4718,14:18:49.625 02/25/2019,1.1098,3.9503,135.54
4719,14:18:49.750 02/25/2019,1.1097,3.9303,135.54
4720,14:18:49.875 02/25/2019,1.1395,3.9203,135.54
4721,14:18:50.000 02/25/2019,1.1494,3.8903,135.54
4722,14:18:50.125 02/25/2019,1.1493,3.8803,135.54
4723,14:18:50.250 02/25/2019,1.1691,3.8603,135.54
4724,14:18:50.375 02/25/2019,1.1889,3.8203,135.54
4725,14:18:50.500 02/25/2019,1.2086,3.7903,135.54
4726,14:18:50.625 02/25/2019,1.2184,3.7603,135.54
4727,14:18:50.750 02/25/2019,1.2382,3.7303,135.54
4728,14:18:50.875 02/25/2019,1.2480,3.7103,135.54
4729,14:18:51.000 02/25/2019,1.2778,3.6703,135.54
4730,14:18:51.125 02/25/2019,1.2776,3.6603,135.54
4731,14:18:51.250 02/25/2019,1.2974,3.6203,135.54
4732,14:18:51.375 02/25/2019,1.3172,3.5903,135.54
4733,14:18:51.500 02/25/2019,1.3370,3.5703,135.54
4734,14:18:51.625 02/25/2019,1.3567,3.5203,135.54
4735,14:18:51.750 02/25/2019,1.3666,3.5103,135.54
4736,14:18:51.875 02/25/2019,1.3864,3.4703,135.54
4737,14:18:52.000 02/25/2019,1.3963,3.4603,135.54
4738,14:18:52.125 02/25/2019,1.4261,3.4203,135.54
4739,14:18:52.250 02/25/2019,1.4360,3.4103,135.54
4740,14:18:52.375 02/25/2019,1.4359,3.4003,135.54
4741,14:18:52.500 02/25/2019,1.4557,3.3803,135.54
4742,14:18:52.625 02/25/2019,1.4556,3.3503,135.54
4743,14:18:52.750 02/25/2019,1.4656,3.3503,135.54
4744,14:18:52.875 02/25/2019,1.4755,3.3403,135.54
4745,14:18:53.000 02/25/2019,1.4754,3.3403,135.54
4746,14:18:53.125 02/25/2019,1.4854,3.3103,135.54
4747,14:18:53.250 02/25/2019,1.4953,3.3003,135.54
4748,14:18:53.375 02/25/2019,1.4953,3.3103,135.54
4749,14:18:53.500 02/25/2019,1.4953,3.3003,135.54
4750,14:18:53.625 02/25/2019,1.4954,3.3103,135.54
4751,14:18:53.750 02/25/2019,1.5053,3.3103,135.54
4752,14:18:53.875 02/25/2019,1.5053,3.3003,135.54
4753,14:18:54.000 02/25/2019,1.5054,3.3303,135.54
4754,14:18:54.125 02/25/2019,1.5154,3.3103,135.54
4755,14:18:54.250 02/25/2019,1.5054,3.3203,135.54
4756,14:18:54.375 02/25/2019,1.5153,3.3103,135.54
4757,14:18:54.500 02/25/2019,1.5253,3.3003,135.54
4758,14:18:54.625 02/25/2019,1.5253,3.3103,135.54
4759,14:18:54.750 02/25/2019,1.5452,3.3003,135.54
4760,14:18:54.875 02/25/2019,1.5452,3.2903,135.54
4761,14:18:55.000 02/25/2019,1.5652,3.3003,135.54
4762,14:18:55.125 02/25/2019,1.5551,3.2903,135.54
4763,14:18:55.250 02/25/2019,1.5651,3.2703,135.54
4764,14:18:55.375 02/25/2019,1.5651,3.3003,135.54
4765,14:18:55.500 02/25/2019,1.5651,3.2903,135.54
4766,14:18:55.625 02/25/2019,1.5652,3.3003,135.54
4767,14:18:55.750 02/25/2019,1.5651,3.3003,135.54
4768,14:18:55.875 02/25/2019,1.5752,3.3103,135.54
4769,14:18:56.000 02/25/2019,1.5852,3.3203,135.54
4770,14:18:56.125 02/25/2019,1.5852,3.3203,135.54
4771,14:18:56.250 02/25/2019,1.5753,3.3403,135.54
4772,14:18:56.375 02/25/2019,1.5752,3.3403,135.54
4773,14:18:56.500 02/25/2019,1.5853,3.3603,135.54
4774,14:18:56.625 02/25/2019,1.5655,3.3703,135.54
4775,14:18:56.750 02/25/2019,1.5755,3.3903,135.54
4776,14:18:56.875 02/25/2019,1.5655,3.3803,135.54
4777,14:18:57.000 02/25/2019,1.5656,3.4203,135.54
4778,14:18:57.125 02/25/2019,1.5657,3.4303,135.54
4779,14:18:57.250 02/25/2019,1.5556,3.4303,135.54
4780,14:18:57.375 02/25/2019,1.5658,3.4403,135.54
4781,14:18:57.500 02/25/2019,1.5458,3.4603,135.54
4782,14:18:57.625 02/25/2019,1.5460,3.4803,135.54
4783,14:18:57.750 02/25/2019,1.5460,3.4903,135.54
4784,14:18:57.875 02/25/2019,1.5361,3.4903,135.54
4785,14:18:58.000 02/25/2019,1.5262,3.5203,135.54
4786,14:18:58.125 02/25/2019,1.5362,3.5203,135.54
4787,14:18:58.250 02/25/2019,1.5263,3.5303,135.54
4788,14:18:58.375 02/25/2019,1.5164,3.5503,135.54
4789,14:18:58.500 02/25/2019,1.5165,3.5603,135.54
4790,14:18:58.625 02/25/2019,1.5064,3.5503,135.54
4791,14:18:58.750 02/25/2019,1.4965,3.5603,135.54
4792,14:18:58.875 02/25/2019,1.4966,3.5703,135.54
4793,14:18:59.000 02/25/2019,1.4966,3.5703,135.54
4794,14:18:59.125 02/25/2019,1.4867,3.5903,135.54
4795,14:18:59.250 02/25/2019,1.4768,3.5803,135.54
4796,14:18:59.375 02/25/2019,1.4867,3.6003,135.54
4797,14:18:59.500 02/25/2019,1.4867,3.5903,135.54
4798,14:18:59.625 02/25/2019,1.4967,3.5903,135.54
4799,14:18:59.750 02/25/2019,1.4767,3.5903,135.54
4800,14:18:59.875 02/25/2019,1.4867,3.5803,135.54
4801,14:19:00.000 02/25/2019,1.4767,3.5803,135.54
4802,14:19:00.125 02/25/2019,1.4867,3.5903,135.54
4803,14:19:00.250 02/25/2019,1.4867,3.6003,135.54
4804,14:19:00.375 02/25/2019,1.4867,3.5903,135.54
4805,14:19:00.500 02/25/2019,1.4768,3.6003,135.54
4806,14:19:00.625 02/25/2019,1.4866,3.5903,135.54
4807,14:19:00.750 02/25/2019,1.4868,3.6003,135.54
4808,14:19:00.875 02/25/2019,1.4768,3.6103,135.54
4809,14:19:01.000 02/25/2019,1.4868,3.6003,135.54
4810,14:19:01.125 02/25/2019,1.4868,3.6103,135.54
4811,14:19:01.250 02/25/2019,1.4868,3.6003,135.54
4812,14:19:01.375 02/25/2019,1.4868,3.6003,135.54
4813,14:19:01.500 02/25/2019,1.4868,3.6203,135.54
4814,14:19:01.625 02/25/2019,1.4868,3.6103,135.54
4815,14:19:01.750 02/25/2019,1.4769,3.6303,135.54
4816,14:19:01.875 02/25/2019,1.4770,3.6303,135.54
4817,14:19:02.000 02/25/2019,1.4669,3.6403,135.54
4818,14:19:02.125 02/25/2019,1.4770,3.6403,135.54
4819,14:19:02.250 02/25/2019,1.4770,3.6503,135.54
4820,14:19:02.375 02/25/2019,1.4770,3.6503,135.54
4821,14:19:02.500 02/25/2019,1.4769,3.6503,135.54
4822,14:19:02.625 02/25/2019,1.4869,3.6503,135.54
4823,14:19:02.750 02/25/2019,1.4870,3.6603,135.54
4824,14:19:02.875 02/25/2019,1.4869,3.6503,135.54
4825,14:19:03.000 02/25/2019,1.4869,3.6503,135.54
4826,14:19:03.125 02/25/2019,1.4969,3.6503,135.54
4827,14:19:03.250 02/25/2019,1.4969,3.6503,135.54
4828,14:19:03.375 02/25/2019,1.4768,3.6403,135.54
4829,14:19:03.500 02/25/2019,1.4770,3.6703,135.54
4830,14:19:03.625 02/25/2019,1.4770,3.6803,135.54
4831,14:19:03.750 02/25/2019,1.4770,3.6803,135.54
4832,14:19:03.875 02/25/2019,1.4671,3.6903,135.54
4833,14:19:04.000 02/25/2019,1.4671,3.7003,135.54
4834,14:19:04.125 02/25/2019,1.4572,3.6903,135.54
4835,14:19:04.250 02/25/2019,1.4572,3.7003,135.54
4836,14:19:04.375 02/25/2019,1.4672,3.7103,135.54
4837,14:19:04.500 02/25/2019,1.4572,3.7003,135.54
4838,14:19:04.625 02/25/2019,1.4672,3.7103,135.54
4839,14:19:04.750 02/25/2019,1.4572,3.6903,135.54
4840,14:19:04.875 02/25/2019,1.4672,3.7103,135.54
4841,14:19:05.000 02/25/2019,1.4672,3.7003,135.54
4842,14:19:05.125 02/25/2019,1.4772,3.7203,135.54
4843,14:19:05.250 02/25/2019,1.4671,3.7003,135.54
4844,14:19:05.375 02/25/2019,1.4671,3.7003,135.54
4845,14:19:05.500 02/25/2019,1.4672,3.7203,135.54
4846,14:19:05.625 02/25/2019,1.4771,3.7003,135.54
4847,14:19:05.750 02/25/2019,1.4671,3.7103,135.54
4848,14:19:05.875 02/25/2019,1.4671,3.7203,135.54
4849,14:19:06.000 02/25/2019,1.4771,3.7103,135.54
4850,14:19:06.125 02/25/2019,1.4771,3.7203,135.54
4851,14:19:06.250 02/25/2019,1.4671,3.7103,135.54
4852,14:19:06.375 02/25/2019,1.4771,3.7103,135.54
4853,14:19:06.500 02/25/2019,1.4771,3.7103,135.54
4854,14:19:06.625 02/25/2019,1.4769,3.6903,135.54
4855,14:19:06.750 02/25/2019,1.4869,3.7103,135.54
4856,14:19:06.875 02/25/2019,1.4869,3.6903,135.54
4857,14:19:07.000 02/25/2019,1.4868,3.6903,135.54
4858,14:19:07.125 02/25/2019,1.4968,3.6903,135.54
4859,14:19:07.250 02/25/2019,1.4868,3.6903,135.54
4860,14:19:07.375 02/25/2019,1.5067,3.6803,135.54
4861,14:19:07.500 02/25/2019,1.4967,3.6703,135.54
4862,14:19:07.625 02/25/2019,1.5166,3.6703,135.54
4863,14:19:07.750 02/25/2019,1.4965,3.6703,135.54
4864,14:19:07.875 02/25/2019,1.5065,3.6603,135.54
4865,14:19:08.000 02/25/2019,1.5164,3.6503,135.54
4866,14:19:08.125 02/25/2019,1.5164,3.6503,135.54
4867,14:19:08.250 02/25/2019,1.5264,3.6603,135.54
4868,14:19:08.375 02/25/2019,1.5263,3.6403,135.54
4869,14:19:08.500 02/25/2019,1.5263,3.6503,135.54
4870,14:19:08.625 02/25/2019,1.5263,3.6603,135.54
4871,14:19:08.750 02/25/2019,1.5263,3.6603,135.54
4872,14:19:08.875 02/25/2019,1.5363,3.6603,135.54
4873,14:19:09.000 02/25/2019,1.5363,3.6703,135.54
4874,14:19:09.125 02/25/2019,1.5362,3.6603,135.54
4875,14:19:09.250 02/25/2019,1.5262,3.6703,135.54
4876,14:19:09.375 02/25/2019,1.5262,3.6703,135.54
4877,14:19:09.500 02/25/2019,1.5363,3.7003,135.54
4878,14:19:09.625 02/25/2019,1.5264,3.6903,135.54
4879,14:19:09.750 02/25/2019,1.5363,3.7103,135.54
4880,14:19:09.875 02/25/2019,1.5263,3.6803,135.54
4881,14:19:10.000 02/25/2019,1.5365,3.7303,135.54
4882,14:19:10.125 02/25/2019,1.5265,3.7203,135.54
4883,14:19:10.250 02/25/2019,1.5265,3.7303,135.54
4884,14:19:10.375 02/25/2019,1.5366,3.7403,135.54
4885,14:19:10.500 02/25/2019,1.5265,3.7503,135.54
4886,14:19:10.625 02/25/2019,1.5166,3.7403,135.54
4887,14:19:10.750 02/25/2019,1.5266,3.7603,135.54
4888,14:19:10.875 02/25/2019,1.5266,3.7603,135.54
4889,14:19:11.000 02/25/2019,1.5166,3.7703,135.54
4890,14:19:11.125 02/25/2019,1.5166,3.7503,135.54
4891,14:19:11.250 02/25/2019,1.5166,3.7803,135.54
4892,14:19:11.375 02/25/2019,1.5167,3.7703,135.54
4893,14:19:11.500 02/25/2019,1.5166,3.7503,135.54
4894,14:19:11.625 02/25/2019,1.5366,3.7703,135.54
4895,14:19:11.750 02/25/2019,1.5165,3.7503,135.54
4896,14:19:11.875 02/25/2019,1.5265,3.7603,135.54
4897,14:19:12.000 02/25/2019,1.5265,3.7603,135.54
4898,14:19:12.125 02/25/2019,1.5265,3.7703,135.54
4899,14:19:12.250 02/25/2019,1.5365,3.7703,135.54
4900,14:19:12.375 02/25/2019,1.5264,3.7503,135.54
4901,14:19:12.500 02/25/2019,1.5463,3.7503,135.54
4902,14:19:12.625 02/25/2019,1.5463,3.7403,135.54
4903,14:19:12.750 02/25/2019,1.5463,3.7603,135.54
4904,14:19:12.875 02/25/2019,1.5461,3.7303,135.54
4905,14:19:13.000 02/25/2019,1.5561,3.7403,135.54
4906,14:19:13.125 02/25/2019,1.5461,3.7403,135.54
4907,14:19:13.250 02/25/2019,1.5660,3.7303,135.54
4908,14:19:13.375 02/25/2019,1.5560,3.7303,135.54
4909,14:19:13.500 02/25/2019,1.5560,3.7303,135.54
4910,14:19:13.625 02/25/2019,1.5560,3.7303,135.54
4911,14:19:13.750 02/25/2019,1.5560,3.7303,135.54
4912,14:19:13.875 02/25/2019,1.5559,3.7203,135.54
4913,14:19:14.000 02/25/2019,1.5559,3.7303,135.54
4914,14:19:14.125 02/25/2019,1.5459,3.7203,135.54
4915,14:19:14.250 02/25/2019,1.5559,3.7303,135.54
4916,14:19:14.375 02/25/2019,1.5458,3.7203,135.54
4917,14:19:14.500 02/25/2019,1.5458,3.7103,135.54
4918,14:19:14.625 02/25/2019,1.5558,3.7103,135.54
4919,14:19:14.750 02/25/2019,1.5458,3.7103,135.54
4920,14:19:14.875 02/25/2019,1.5458,3.7103,135.54
4921,14:19:15.000 02/25/2019,1.5458,3.7203,135.54
4922,14:19:15.125 02/25/2019,1.5358,3.7103,135.54
4923,14:19:15.250 02/25/2019,1.5457,3.7003,135.54
4924,14:19:15.375 02/25/2019,1.5458,3.7103,135.54
4925,14:19:15.500 02/25/2019,1.5458,3.7003,135.54
4926,14:19:15.625 02/25/2019,1.5457,3.7003,135.54
4927,14:19:15.750 02/25/2019,1.5456,3.6803,135.54
4928,14:19:15.875 02/25/2019,1.5456,3.6803,135.54
4929,14:19:16.000 02/25/2019,1.5457,3.6903,135.54
4930,14:19:16.125 02/25/2019,1.5455,3.6603,135.54
4931,14:19:16.250 02/25/2019,1.5455,3.6703,135.54
4932,14:19:16.375 02/25/2019,1.5556,3.6803,135.54
4933,14:19:16.500 02/25/2019,1.5555,3.6703,135.54
4934,14:19:16.625 02/25/2019,1.5554,3.6703,135.54
4935,14:19:16.750 02/25/2019,1.5654,3.6703,135.54
4936,14:19:16.875 02/25/2019,1.5653,3.6503,135.54
4937,14:19:17.000 02/25/2019,1.5653,3.6503,135.54
4938,14:19:17.125 02/25/2019,1.5653,3.6503,135.54
4939,14:19:17.250 02/25/2019,1.5652,3.6403,135.54
4940,14:19:17.375 02/25/2019,1.5751,3.6203,135.54
4941,14:19:17.500 02/25/2019,1.5750,3.6203,135.54
4942,14:19:17.625 02/25/2019,1.5949,3.6003,135.54
4943,14:19:17.750 02/25/2019,1.5949,3.6003,135.54
4944,14:19:17.875 02/25/2019,1.5949,3.6103,135.54
4945,14:19:18.000 02/25/2019,1.6048,3.5903,135.54
4946,14:19:18.125 02/25/2019,1.6047,3.5903,135.54
4947,14:19:18.250 02/25/2019,1.6147,3.5803,135.54
4948,14:19:18.375 02/25/2019,1.6146,3.5703,135.54
4949,14:19:18.500 02/25/2019,1.6246,3.5703,135.54
4950,14:19:18.625 02/25/2019,1.6145,3.5603,135.54
4951,14:19:18.750 02/25/2019,1.6244,3.5603,135.54
4952,14:19:18.875 02/25/2019,1.6344,3.5603,135.54
4953,14:19:19.000 02/25/2019,1.6344,3.5803,135.54
4954,14:19:19.125 02/25/2019,1.6443,3.5603,135.54
4955,14:19:19.250 02/25/2019,1.6543,3.5603,135.54
4956,14:19:19.375 02/25/2019,1.6642,3.5703,135.54
4957,14:19:19.500 02/25/2019,1.6642,3.5603,135.54
4958,14:19:19.625 02/25/2019,1.6741,3.5703,135.54
4959,14:19:19.750 02/25/2019,1.6841,3.5703,135.54
4960,14:19:19.875 02/25/2019,1.6840,3.5603,135.54
4961,14:19:20.000 02/25/2019,1.6939,3.5503,135.54
4962,14:19:20.125 02/25/2019,1.7039,3.5503,135.54
4963,14:19:20.250 02/25/2019,1.7138,3.5603,135.54
4964,14:19:20.375 02/25/2019,1.7138,3.5403,135.54
4965,14:19:20.500 02/25/2019,1.7137,3.5503,135.54
4966,14:19:20.625 02/25/2019,1.7237,3.5403,135.54
4967,14:19:20.750 02/25/2019,1.7236,3.5403,135.54
4968,14:19:20.875 02/25/2019,1.7335,3.5403,135.54
4969,14:19:21.000 02/25/2019,1.7335,3.5303,135.54
4970,14:19:21.125 02/25/2019,1.7434,3.5403,135.54
4971,14:19:21.250 02/25/2019,1.7534,3.5403,135.54
